model_seed,batch_id,record_type,sweep_index,layer_index,saved_tensor_count,saved_tensor_bytes
6,2,output_error,7,,6,111908
6,2,output_error,8,,6,111908
6,2,output_error,9,,6,111908
6,2,output_error,10,,6,111908
6,2,output_error,11,,6,111908
6,2,output_error,12,,6,111908
6,2,output_error,13,,6,111908
6,2,output_error,14,,6,111908
6,2,output_error,15,,6,111908
6,2,output_error,16,,6,111908
6,2,output_error,17,,6,111908
6,2,output_error,18,,6,111908
6,2,output_error,19,,6,111908
7,0,state_update,0,5,3,249216
7,0,state_update,0,4,3,724480
7,0,state_update,0,3,0,0
7,0,state_update,0,2,4,4490624
7,0,state_update,0,1,0,0
7,0,state_update,1,5,3,249216
7,0,state_update,1,4,3,724480
7,0,state_update,1,3,0,0
7,0,state_update,1,2,4,4490624
7,0,state_update,1,1,0,0
7,0,state_update,2,5,3,249216
7,0,state_update,2,4,3,724480
7,0,state_update,2,3,0,0
7,0,state_update,2,2,4,4490624
7,0,state_update,2,1,0,0
7,0,state_update,3,5,3,249216
7,0,state_update,3,4,3,724480
7,0,state_update,3,3,0,0
7,0,state_update,3,2,4,4490624
7,0,state_update,3,1,0,0
7,0,state_update,4,5,3,249216
7,0,state_update,4,4,3,724480
7,0,state_update,4,3,0,0
7,0,state_update,4,2,4,4490624
7,0,state_update,4,1,0,0
7,0,state_update,5,5,3,249216
7,0,state_update,5,4,3,724480
7,0,state_update,5,3,0,0
7,0,state_update,5,2,4,4490624
7,0,state_update,5,1,0,0
7,0,state_update,6,5,3,249216
7,0,state_update,6,4,3,724480
7,0,state_update,6,3,0,0
7,0,state_update,6,2,4,4490624
7,0,state_update,6,1,0,0
7,0,state_update,7,5,3,249216
7,0,state_update,7,4,3,724480
7,0,state_update,7,3,0,0
7,0,state_update,7,2,4,4490624
7,0,state_update,7,1,0,0
7,0,state_update,8,5,3,249216
7,0,state_update,8,4,3,724480
7,0,state_update,8,3,0,0
7,0,state_update,8,2,4,4490624
7,0,state_update,8,1,0,0
7,0,state_update,9,5,3,249216
7,0,state_update,9,4,3,724480
7,0,state_update,9,3,0,0
7,0,state_update,9,2,4,4490624
7,0,state_update,9,1,0,0
7,0,state_update,10,5,3,249216
7,0,state_update,10,4,3,724480
7,0,state_update,10,3,0,0
7,0,state_update,10,2,4,4490624
7,0,state_update,10,1,0,0
7,0,state_update,11,5,3,249216
7,0,state_update,11,4,3,724480
7,0,state_update,11,3,0,0
7,0,state_update,11,2,4,4490624
7,0,state_update,11,1,0,0
7,0,state_update,12,5,3,249216
7,0,state_update,12,4,3,724480
7,0,state_update,12,3,0,0
7,0,state_update,12,2,4,4490624
7,0,state_update,12,1,0,0
7,0,state_update,13,5,3,249216
7,0,state_update,13,4,3,724480
7,0,state_update,13,3,0,0
7,0,state_update,13,2,4,4490624
7,0,state_update,13,1,0,0
7,0,state_update,14,5,3,249216
7,0,state_update,14,4,3,724480
7,0,state_update,14,3,0,0
7,0,state_update,14,2,4,4490624
7,0,state_update,14,1,0,0
7,0,state_update,15,5,3,249216
7,0,state_update,15,4,3,724480
7,0,state_update,15,3,0,0
7,0,state_update,15,2,4,4490624
7,0,state_update,15,1,0,0
7,0,state_update,16,5,3,249216
7,0,state_update,16,4,3,724480
7,0,state_update,16,3,0,0
7,0,state_update,16,2,4,4490624
7,0,state_update,16,1,0,0
7,0,state_update,17,5,3,249216
7,0,state_update,17,4,3,724480
7,0,state_update,17,3,0,0
7,0,state_update,17,2,4,4490624
7,0,state_update,17,1,0,0
7,0,state_update,18,5,3,249216
7,0,state_update,18,4,3,724480
7,0,state_update,18,3,0,0
7,0,state_update,18,2,4,4490624
7,0,state_update,18,1,0,0
7,0,state_update,19,5,3,249216
7,0,state_update,19,4,3,724480
7,0,state_update,19,3,0,0
7,0,state_update,19,2,4,4490624
7,0,state_update,19,1,0,0
7,1,state_update,0,5,3,249216
7,1,state_update,0,4,3,724480
7,1,state_update,0,3,0,0
7,1,state_update,0,2,4,4490624
7,1,state_update,0,1,0,0
7,1,state_update,1,5,3,249216
7,1,state_update,1,4,3,724480
7,1,state_update,1,3,0,0
7,1,state_update,1,2,4,4490624
7,1,state_update,1,1,0,0
7,1,state_update,2,5,3,249216
7,1,state_update,2,4,3,724480
7,1,state_update,2,3,0,0
7,1,state_update,2,2,4,4490624
7,1,state_update,2,1,0,0
7,1,state_update,3,5,3,249216
7,1,state_update,3,4,3,724480
7,1,state_update,3,3,0,0
7,1,state_update,3,2,4,4490624
7,1,state_update,3,1,0,0
7,1,state_update,4,5,3,249216
7,1,state_update,4,4,3,724480
7,1,state_update,4,3,0,0
7,1,state_update,4,2,4,4490624
7,1,state_update,4,1,0,0
7,1,state_update,5,5,3,249216
7,1,state_update,5,4,3,724480
7,1,state_update,5,3,0,0
7,1,state_update,5,2,4,4490624
7,1,state_update,5,1,0,0
7,1,state_update,6,5,3,249216
7,1,state_update,6,4,3,724480
7,1,state_update,6,3,0,0
7,1,state_update,6,2,4,4490624
7,1,state_update,6,1,0,0
7,1,state_update,7,5,3,249216
7,1,state_update,7,4,3,724480
7,1,state_update,7,3,0,0
7,1,state_update,7,2,4,4490624
7,1,state_update,7,1,0,0
7,1,state_update,8,5,3,249216
7,1,state_update,8,4,3,724480
7,1,state_update,8,3,0,0
7,1,state_update,8,2,4,4490624
7,1,state_update,8,1,0,0
7,1,state_update,9,5,3,249216
7,1,state_update,9,4,3,724480
7,1,state_update,9,3,0,0
7,1,state_update,9,2,4,4490624
7,1,state_update,9,1,0,0
7,1,state_update,10,5,3,249216
7,1,state_update,10,4,3,724480
7,1,state_update,10,3,0,0
7,1,state_update,10,2,4,4490624
7,1,state_update,10,1,0,0
7,1,state_update,11,5,3,249216
7,1,state_update,11,4,3,724480
7,1,state_update,11,3,0,0
7,1,state_update,11,2,4,4490624
7,1,state_update,11,1,0,0
7,1,state_update,12,5,3,249216
7,1,state_update,12,4,3,724480
7,1,state_update,12,3,0,0
7,1,state_update,12,2,4,4490624
7,1,state_update,12,1,0,0
7,1,state_update,13,5,3,249216
7,1,state_update,13,4,3,724480
7,1,state_update,13,3,0,0
7,1,state_update,13,2,4,4490624
7,1,state_update,13,1,0,0
7,1,state_update,14,5,3,249216
7,1,state_update,14,4,3,724480
7,1,state_update,14,3,0,0
7,1,state_update,14,2,4,4490624
7,1,state_update,14,1,0,0
7,1,state_update,15,5,3,249216
7,1,state_update,15,4,3,724480
7,1,state_update,15,3,0,0
7,1,state_update,15,2,4,4490624
7,1,state_update,15,1,0,0
7,1,state_update,16,5,3,249216
7,1,state_update,16,4,3,724480
7,1,state_update,16,3,0,0
7,1,state_update,16,2,4,4490624
7,1,state_update,16,1,0,0
7,1,state_update,17,5,3,249216
7,1,state_update,17,4,3,724480
7,1,state_update,17,3,0,0
7,1,state_update,17,2,4,4490624
7,1,state_update,17,1,0,0
7,1,state_update,18,5,3,249216
7,1,state_update,18,4,3,724480
7,1,state_update,18,3,0,0
7,1,state_update,18,2,4,4490624
7,1,state_update,18,1,0,0
7,1,state_update,19,5,3,249216
7,1,state_update,19,4,3,724480
7,1,state_update,19,3,0,0
7,1,state_update,19,2,4,4490624
7,1,state_update,19,1,0,0
7,2,state_update,0,5,3,249216
7,2,state_update,0,4,3,724480
7,2,state_update,0,3,0,0
7,2,state_update,0,2,4,4490624
7,2,state_update,0,1,0,0
7,2,state_update,1,5,3,249216
7,2,state_update,1,4,3,724480
7,2,state_update,1,3,0,0
7,2,state_update,1,2,4,4490624
7,2,state_update,1,1,0,0
7,2,state_update,2,5,3,249216
7,2,state_update,2,4,3,724480
7,2,state_update,2,3,0,0
7,2,state_update,2,2,4,4490624
7,2,state_update,2,1,0,0
7,2,state_update,3,5,3,249216
7,2,state_update,3,4,3,724480
7,2,state_update,3,3,0,0
7,2,state_update,3,2,4,4490624
7,2,state_update,3,1,0,0
7,2,state_update,4,5,3,249216
7,2,state_update,4,4,3,724480
7,2,state_update,4,3,0,0
7,2,state_update,4,2,4,4490624
7,2,state_update,4,1,0,0
7,2,state_update,5,5,3,249216
7,2,state_update,5,4,3,724480
7,2,state_update,5,3,0,0
7,2,state_update,5,2,4,4490624
7,2,state_update,5,1,0,0
7,2,state_update,6,5,3,249216
7,2,state_update,6,4,3,724480
7,2,state_update,6,3,0,0
7,2,state_update,6,2,4,4490624
7,2,state_update,6,1,0,0
7,2,state_update,7,5,3,249216
7,2,state_update,7,4,3,724480
7,2,state_update,7,3,0,0
7,2,state_update,7,2,4,4490624
7,2,state_update,7,1,0,0
7,2,state_update,8,5,3,249216
7,2,state_update,8,4,3,724480
7,2,state_update,8,3,0,0
7,2,state_update,8,2,4,4490624
7,2,state_update,8,1,0,0
7,2,state_update,9,5,3,249216
7,2,state_update,9,4,3,724480
7,2,state_update,9,3,0,0
7,2,state_update,9,2,4,4490624
7,2,state_update,9,1,0,0
7,2,state_update,10,5,3,249216
7,2,state_update,10,4,3,724480
7,2,state_update,10,3,0,0
7,2,state_update,10,2,4,4490624
7,2,state_update,10,1,0,0
7,2,state_update,11,5,3,249216
7,2,state_update,11,4,3,724480
7,2,state_update,11,3,0,0
7,2,state_update,11,2,4,4490624
7,2,state_update,11,1,0,0
7,2,state_update,12,5,3,249216
7,2,state_update,12,4,3,724480
7,2,state_update,12,3,0,0
7,2,state_update,12,2,4,4490624
7,2,state_update,12,1,0,0
7,2,state_update,13,5,3,249216
7,2,state_update,13,4,3,724480
7,2,state_update,13,3,0,0
7,2,state_update,13,2,4,4490624
7,2,state_update,13,1,0,0
7,2,state_update,14,5,3,249216
7,2,state_update,14,4,3,724480
7,2,state_update,14,3,0,0
7,2,state_update,14,2,4,4490624
7,2,state_update,14,1,0,0
7,2,state_update,15,5,3,249216
7,2,state_update,15,4,3,724480
7,2,state_update,15,3,0,0
7,2,state_update,15,2,4,4490624
7,2,state_update,15,1,0,0
7,2,state_update,16,5,3,249216
7,2,state_update,16,4,3,724480
7,2,state_update,16,3,0,0
7,2,state_update,16,2,4,4490624
7,2,state_update,16,1,0,0
7,2,state_update,17,5,3,249216
7,2,state_update,17,4,3,724480
7,2,state_update,17,3,0,0
7,2,state_update,17,2,4,4490624
7,2,state_update,17,1,0,0
7,2,state_update,18,5,3,249216
7,2,state_update,18,4,3,724480
7,2,state_update,18,3,0,0
7,2,state_update,18,2,4,4490624
7,2,state_update,18,1,0,0
7,2,state_update,19,5,3,249216
7,2,state_update,19,4,3,724480
7,2,state_update,19,3,0,0
7,2,state_update,19,2,4,4490624
7,2,state_update,19,1,0,0
7,0,output_error,0,,6,111908
7,0,output_error,1,,6,111908
7,0,output_error,2,,6,111908
7,0,output_error,3,,6,111908
7,0,output_error,4,,6,111908
7,0,output_error,5,,6,111908
7,0,output_error,6,,6,111908
7,0,output_error,7,,6,111908
7,0,output_error,8,,6,111908
7,0,output_error,9,,6,111908
7,0,output_error,10,,6,111908
7,0,output_error,11,,6,111908
7,0,output_error,12,,6,111908
7,0,output_error,13,,6,111908
7,0,output_error,14,,6,111908
7,0,output_error,15,,6,111908
7,0,output_error,16,,6,111908
7,0,output_error,17,,6,111908
7,0,output_error,18,,6,111908
7,0,output_error,19,,6,111908
7,1,output_error,0,,6,111908
7,1,output_error,1,,6,111908
7,1,output_error,2,,6,111908
7,1,output_error,3,,6,111908
7,1,output_error,4,,6,111908
7,1,output_error,5,,6,111908
7,1,output_error,6,,6,111908
7,1,output_error,7,,6,111908
7,1,output_error,8,,6,111908
7,1,output_error,9,,6,111908
7,1,output_error,10,,6,111908
7,1,output_error,11,,6,111908
7,1,output_error,12,,6,111908
7,1,output_error,13,,6,111908
7,1,output_error,14,,6,111908
7,1,output_error,15,,6,111908
7,1,output_error,16,,6,111908
7,1,output_error,17,,6,111908
7,1,output_error,18,,6,111908
7,1,output_error,19,,6,111908
7,2,output_error,0,,6,111908
7,2,output_error,1,,6,111908
7,2,output_error,2,,6,111908
7,2,output_error,3,,6,111908
7,2,output_error,4,,6,111908
7,2,output_error,5,,6,111908
7,2,output_error,6,,6,111908
7,2,output_error,7,,6,111908
7,2,output_error,8,,6,111908
7,2,output_error,9,,6,111908
7,2,output_error,10,,6,111908
7,2,output_error,11,,6,111908
7,2,output_error,12,,6,111908
7,2,output_error,13,,6,111908
7,2,output_error,14,,6,111908
7,2,output_error,15,,6,111908
7,2,output_error,16,,6,111908
7,2,output_error,17,,6,111908
7,2,output_error,18,,6,111908
7,2,output_error,19,,6,111908
8,0,state_update,0,5,3,249216
8,0,state_update,0,4,3,724480
8,0,state_update,0,3,0,0
8,0,state_update,0,2,4,4490624
8,0,state_update,0,1,0,0
8,0,state_update,1,5,3,249216
8,0,state_update,1,4,3,724480
8,0,state_update,1,3,0,0
8,0,state_update,1,2,4,4490624
8,0,state_update,1,1,0,0
8,0,state_update,2,5,3,249216
8,0,state_update,2,4,3,724480
8,0,state_update,2,3,0,0
8,0,state_update,2,2,4,4490624
8,0,state_update,2,1,0,0
8,0,state_update,3,5,3,249216
8,0,state_update,3,4,3,724480
8,0,state_update,3,3,0,0
8,0,state_update,3,2,4,4490624
8,0,state_update,3,1,0,0
8,0,state_update,4,5,3,249216
8,0,state_update,4,4,3,724480
8,0,state_update,4,3,0,0
8,0,state_update,4,2,4,4490624
8,0,state_update,4,1,0,0
8,0,state_update,5,5,3,249216
8,0,state_update,5,4,3,724480
8,0,state_update,5,3,0,0
8,0,state_update,5,2,4,4490624
8,0,state_update,5,1,0,0
8,0,state_update,6,5,3,249216
8,0,state_update,6,4,3,724480
8,0,state_update,6,3,0,0
8,0,state_update,6,2,4,4490624
8,0,state_update,6,1,0,0
8,0,state_update,7,5,3,249216
8,0,state_update,7,4,3,724480
8,0,state_update,7,3,0,0
8,0,state_update,7,2,4,4490624
8,0,state_update,7,1,0,0
8,0,state_update,8,5,3,249216
8,0,state_update,8,4,3,724480
8,0,state_update,8,3,0,0
8,0,state_update,8,2,4,4490624
8,0,state_update,8,1,0,0
8,0,state_update,9,5,3,249216
8,0,state_update,9,4,3,724480
8,0,state_update,9,3,0,0
8,0,state_update,9,2,4,4490624
8,0,state_update,9,1,0,0
8,0,state_update,10,5,3,249216
8,0,state_update,10,4,3,724480
8,0,state_update,10,3,0,0
8,0,state_update,10,2,4,4490624
8,0,state_update,10,1,0,0
8,0,state_update,11,5,3,249216
8,0,state_update,11,4,3,724480
8,0,state_update,11,3,0,0
8,0,state_update,11,2,4,4490624
8,0,state_update,11,1,0,0
8,0,state_update,12,5,3,249216
8,0,state_update,12,4,3,724480
8,0,state_update,12,3,0,0
8,0,state_update,12,2,4,4490624
8,0,state_update,12,1,0,0
8,0,state_update,13,5,3,249216
8,0,state_update,13,4,3,724480
8,0,state_update,13,3,0,0
8,0,state_update,13,2,4,4490624
8,0,state_update,13,1,0,0
8,0,state_update,14,5,3,249216
8,0,state_update,14,4,3,724480
8,0,state_update,14,3,0,0
8,0,state_update,14,2,4,4490624
8,0,state_update,14,1,0,0
8,0,state_update,15,5,3,249216
8,0,state_update,15,4,3,724480
8,0,state_update,15,3,0,0
8,0,state_update,15,2,4,4490624
8,0,state_update,15,1,0,0
8,0,state_update,16,5,3,249216
8,0,state_update,16,4,3,724480
8,0,state_update,16,3,0,0
8,0,state_update,16,2,4,4490624
8,0,state_update,16,1,0,0
8,0,state_update,17,5,3,249216
8,0,state_update,17,4,3,724480
8,0,state_update,17,3,0,0
8,0,state_update,17,2,4,4490624
8,0,state_update,17,1,0,0
8,0,state_update,18,5,3,249216
8,0,state_update,18,4,3,724480
8,0,state_update,18,3,0,0
8,0,state_update,18,2,4,4490624
8,0,state_update,18,1,0,0
8,0,state_update,19,5,3,249216
8,0,state_update,19,4,3,724480
8,0,state_update,19,3,0,0
8,0,state_update,19,2,4,4490624
8,0,state_update,19,1,0,0
8,1,state_update,0,5,3,249216
8,1,state_update,0,4,3,724480
8,1,state_update,0,3,0,0
8,1,state_update,0,2,4,4490624
8,1,state_update,0,1,0,0
8,1,state_update,1,5,3,249216
8,1,state_update,1,4,3,724480
8,1,state_update,1,3,0,0
8,1,state_update,1,2,4,4490624
8,1,state_update,1,1,0,0
8,1,state_update,2,5,3,249216
8,1,state_update,2,4,3,724480
8,1,state_update,2,3,0,0
8,1,state_update,2,2,4,4490624
8,1,state_update,2,1,0,0
8,1,state_update,3,5,3,249216
8,1,state_update,3,4,3,724480
8,1,state_update,3,3,0,0
8,1,state_update,3,2,4,4490624
8,1,state_update,3,1,0,0
8,1,state_update,4,5,3,249216
8,1,state_update,4,4,3,724480
8,1,state_update,4,3,0,0
8,1,state_update,4,2,4,4490624
8,1,state_update,4,1,0,0
8,1,state_update,5,5,3,249216
8,1,state_update,5,4,3,724480
8,1,state_update,5,3,0,0
8,1,state_update,5,2,4,4490624
8,1,state_update,5,1,0,0
8,1,state_update,6,5,3,249216
8,1,state_update,6,4,3,724480
8,1,state_update,6,3,0,0
8,1,state_update,6,2,4,4490624
8,1,state_update,6,1,0,0
8,1,state_update,7,5,3,249216
8,1,state_update,7,4,3,724480
8,1,state_update,7,3,0,0
8,1,state_update,7,2,4,4490624
8,1,state_update,7,1,0,0
8,1,state_update,8,5,3,249216
8,1,state_update,8,4,3,724480
8,1,state_update,8,3,0,0
8,1,state_update,8,2,4,4490624
8,1,state_update,8,1,0,0
8,1,state_update,9,5,3,249216
8,1,state_update,9,4,3,724480
8,1,state_update,9,3,0,0
8,1,state_update,9,2,4,4490624
8,1,state_update,9,1,0,0
8,1,state_update,10,5,3,249216
8,1,state_update,10,4,3,724480
8,1,state_update,10,3,0,0
8,1,state_update,10,2,4,4490624
8,1,state_update,10,1,0,0
8,1,state_update,11,5,3,249216
8,1,state_update,11,4,3,724480
8,1,state_update,11,3,0,0
8,1,state_update,11,2,4,4490624
8,1,state_update,11,1,0,0
8,1,state_update,12,5,3,249216
8,1,state_update,12,4,3,724480
8,1,state_update,12,3,0,0
8,1,state_update,12,2,4,4490624
8,1,state_update,12,1,0,0
8,1,state_update,13,5,3,249216
8,1,state_update,13,4,3,724480
8,1,state_update,13,3,0,0
8,1,state_update,13,2,4,4490624
8,1,state_update,13,1,0,0
8,1,state_update,14,5,3,249216
8,1,state_update,14,4,3,724480
8,1,state_update,14,3,0,0
8,1,state_update,14,2,4,4490624
8,1,state_update,14,1,0,0
8,1,state_update,15,5,3,249216
8,1,state_update,15,4,3,724480
8,1,state_update,15,3,0,0
8,1,state_update,15,2,4,4490624
8,1,state_update,15,1,0,0
8,1,state_update,16,5,3,249216
8,1,state_update,16,4,3,724480
8,1,state_update,16,3,0,0
8,1,state_update,16,2,4,4490624
8,1,state_update,16,1,0,0
8,1,state_update,17,5,3,249216
8,1,state_update,17,4,3,724480
8,1,state_update,17,3,0,0
8,1,state_update,17,2,4,4490624
8,1,state_update,17,1,0,0
8,1,state_update,18,5,3,249216
8,1,state_update,18,4,3,724480
8,1,state_update,18,3,0,0
8,1,state_update,18,2,4,4490624
8,1,state_update,18,1,0,0
8,1,state_update,19,5,3,249216
8,1,state_update,19,4,3,724480
8,1,state_update,19,3,0,0
8,1,state_update,19,2,4,4490624
8,1,state_update,19,1,0,0
8,2,state_update,0,5,3,249216
8,2,state_update,0,4,3,724480
8,2,state_update,0,3,0,0
8,2,state_update,0,2,4,4490624
8,2,state_update,0,1,0,0
8,2,state_update,1,5,3,249216
8,2,state_update,1,4,3,724480
8,2,state_update,1,3,0,0
8,2,state_update,1,2,4,4490624
8,2,state_update,1,1,0,0
8,2,state_update,2,5,3,249216
8,2,state_update,2,4,3,724480
8,2,state_update,2,3,0,0
8,2,state_update,2,2,4,4490624
8,2,state_update,2,1,0,0
8,2,state_update,3,5,3,249216
8,2,state_update,3,4,3,724480
8,2,state_update,3,3,0,0
8,2,state_update,3,2,4,4490624
8,2,state_update,3,1,0,0
8,2,state_update,4,5,3,249216
8,2,state_update,4,4,3,724480
8,2,state_update,4,3,0,0
8,2,state_update,4,2,4,4490624
8,2,state_update,4,1,0,0
8,2,state_update,5,5,3,249216
8,2,state_update,5,4,3,724480
8,2,state_update,5,3,0,0
8,2,state_update,5,2,4,4490624
8,2,state_update,5,1,0,0
8,2,state_update,6,5,3,249216
8,2,state_update,6,4,3,724480
8,2,state_update,6,3,0,0
8,2,state_update,6,2,4,4490624
8,2,state_update,6,1,0,0
8,2,state_update,7,5,3,249216
8,2,state_update,7,4,3,724480
8,2,state_update,7,3,0,0
8,2,state_update,7,2,4,4490624
8,2,state_update,7,1,0,0
8,2,state_update,8,5,3,249216
8,2,state_update,8,4,3,724480
8,2,state_update,8,3,0,0
8,2,state_update,8,2,4,4490624
8,2,state_update,8,1,0,0
8,2,state_update,9,5,3,249216
8,2,state_update,9,4,3,724480
8,2,state_update,9,3,0,0
8,2,state_update,9,2,4,4490624
8,2,state_update,9,1,0,0
8,2,state_update,10,5,3,249216
8,2,state_update,10,4,3,724480
8,2,state_update,10,3,0,0
8,2,state_update,10,2,4,4490624
8,2,state_update,10,1,0,0
8,2,state_update,11,5,3,249216
8,2,state_update,11,4,3,724480
8,2,state_update,11,3,0,0
8,2,state_update,11,2,4,4490624
8,2,state_update,11,1,0,0
8,2,state_update,12,5,3,249216
8,2,state_update,12,4,3,724480
8,2,state_update,12,3,0,0
8,2,state_update,12,2,4,4490624
8,2,state_update,12,1,0,0
8,2,state_update,13,5,3,249216
8,2,state_update,13,4,3,724480
8,2,state_update,13,3,0,0
8,2,state_update,13,2,4,4490624
8,2,state_update,13,1,0,0
8,2,state_update,14,5,3,249216
8,2,state_update,14,4,3,724480
8,2,state_update,14,3,0,0
8,2,state_update,14,2,4,4490624
8,2,state_update,14,1,0,0
8,2,state_update,15,5,3,249216
8,2,state_update,15,4,3,724480
8,2,state_update,15,3,0,0
8,2,state_update,15,2,4,4490624
8,2,state_update,15,1,0,0
8,2,state_update,16,5,3,249216
8,2,state_update,16,4,3,724480
8,2,state_update,16,3,0,0
8,2,state_update,16,2,4,4490624
8,2,state_update,16,1,0,0
8,2,state_update,17,5,3,249216
8,2,state_update,17,4,3,724480
8,2,state_update,17,3,0,0
8,2,state_update,17,2,4,4490624
8,2,state_update,17,1,0,0
8,2,state_update,18,5,3,249216
8,2,state_update,18,4,3,724480
8,2,state_update,18,3,0,0
8,2,state_update,18,2,4,4490624
8,2,state_update,18,1,0,0
8,2,state_update,19,5,3,249216
8,2,state_update,19,4,3,724480
8,2,state_update,19,3,0,0
8,2,state_update,19,2,4,4490624
8,2,state_update,19,1,0,0
8,0,output_error,0,,6,111908
8,0,output_error,1,,6,111908
8,0,output_error,2,,6,111908
8,0,output_error,3,,6,111908
8,0,output_error,4,,6,111908
8,0,output_error,5,,6,111908
8,0,output_error,6,,6,111908
8,0,output_error,7,,6,111908
8,0,output_error,8,,6,111908
8,0,output_error,9,,6,111908
8,0,output_error,10,,6,111908
8,0,output_error,11,,6,111908
8,0,output_error,12,,6,111908
8,0,output_error,13,,6,111908
8,0,output_error,14,,6,111908
8,0,output_error,15,,6,111908
8,0,output_error,16,,6,111908
8,0,output_error,17,,6,111908
8,0,output_error,18,,6,111908
8,0,output_error,19,,6,111908
8,1,output_error,0,,6,111908
8,1,output_error,1,,6,111908
8,1,output_error,2,,6,111908
8,1,output_error,3,,6,111908
8,1,output_error,4,,6,111908
8,1,output_error,5,,6,111908
8,1,output_error,6,,6,111908
8,1,output_error,7,,6,111908
8,1,output_error,8,,6,111908
8,1,output_error,9,,6,111908
8,1,output_error,10,,6,111908
8,1,output_error,11,,6,111908
8,1,output_error,12,,6,111908
8,1,output_error,13,,6,111908
8,1,output_error,14,,6,111908
8,1,output_error,15,,6,111908
8,1,output_error,16,,6,111908
8,1,output_error,17,,6,111908
8,1,output_error,18,,6,111908
8,1,output_error,19,,6,111908
8,2,output_error,0,,6,111908
8,2,output_error,1,,6,111908
8,2,output_error,2,,6,111908
8,2,output_error,3,,6,111908
8,2,output_error,4,,6,111908
8,2,output_error,5,,6,111908
8,2,output_error,6,,6,111908
8,2,output_error,7,,6,111908
8,2,output_error,8,,6,111908
8,2,output_error,9,,6,111908
8,2,output_error,10,,6,111908
8,2,output_error,11,,6,111908
8,2,output_error,12,,6,111908
8,2,output_error,13,,6,111908
8,2,output_error,14,,6,111908
8,2,output_error,15,,6,111908
8,2,output_error,16,,6,111908
8,2,output_error,17,,6,111908
8,2,output_error,18,,6,111908
8,2,output_error,19,,6,111908
9,0,state_update,0,5,3,249216
9,0,state_update,0,4,3,724480
9,0,state_update,0,3,0,0
9,0,state_update,0,2,4,4490624
9,0,state_update,0,1,0,0
9,0,state_update,1,5,3,249216
9,0,state_update,1,4,3,724480
9,0,state_update,1,3,0,0
9,0,state_update,1,2,4,4490624
9,0,state_update,1,1,0,0
9,0,state_update,2,5,3,249216
9,0,state_update,2,4,3,724480
9,0,state_update,2,3,0,0
9,0,state_update,2,2,4,4490624
9,0,state_update,2,1,0,0
9,0,state_update,3,5,3,249216
9,0,state_update,3,4,3,724480
9,0,state_update,3,3,0,0
9,0,state_update,3,2,4,4490624
9,0,state_update,3,1,0,0
9,0,state_update,4,5,3,249216
9,0,state_update,4,4,3,724480
9,0,state_update,4,3,0,0
9,0,state_update,4,2,4,4490624
9,0,state_update,4,1,0,0
9,0,state_update,5,5,3,249216
9,0,state_update,5,4,3,724480
9,0,state_update,5,3,0,0
9,0,state_update,5,2,4,4490624
9,0,state_update,5,1,0,0
9,0,state_update,6,5,3,249216
9,0,state_update,6,4,3,724480
9,0,state_update,6,3,0,0
9,0,state_update,6,2,4,4490624
9,0,state_update,6,1,0,0
9,0,state_update,7,5,3,249216
9,0,state_update,7,4,3,724480
9,0,state_update,7,3,0,0
9,0,state_update,7,2,4,4490624
9,0,state_update,7,1,0,0
9,0,state_update,8,5,3,249216
9,0,state_update,8,4,3,724480
9,0,state_update,8,3,0,0
9,0,state_update,8,2,4,4490624
9,0,state_update,8,1,0,0
9,0,state_update,9,5,3,249216
9,0,state_update,9,4,3,724480
9,0,state_update,9,3,0,0
9,0,state_update,9,2,4,4490624
9,0,state_update,9,1,0,0
9,0,state_update,10,5,3,249216
9,0,state_update,10,4,3,724480
9,0,state_update,10,3,0,0
9,0,state_update,10,2,4,4490624
9,0,state_update,10,1,0,0
9,0,state_update,11,5,3,249216
9,0,state_update,11,4,3,724480
9,0,state_update,11,3,0,0
9,0,state_update,11,2,4,4490624
9,0,state_update,11,1,0,0
9,0,state_update,12,5,3,249216
9,0,state_update,12,4,3,724480
9,0,state_update,12,3,0,0
9,0,state_update,12,2,4,4490624
9,0,state_update,12,1,0,0
9,0,state_update,13,5,3,249216
9,0,state_update,13,4,3,724480
9,0,state_update,13,3,0,0
9,0,state_update,13,2,4,4490624
9,0,state_update,13,1,0,0
9,0,state_update,14,5,3,249216
9,0,state_update,14,4,3,724480
9,0,state_update,14,3,0,0
9,0,state_update,14,2,4,4490624
9,0,state_update,14,1,0,0
9,0,state_update,15,5,3,249216
9,0,state_update,15,4,3,724480
9,0,state_update,15,3,0,0
9,0,state_update,15,2,4,4490624
9,0,state_update,15,1,0,0
9,0,state_update,16,5,3,249216
9,0,state_update,16,4,3,724480
9,0,state_update,16,3,0,0
9,0,state_update,16,2,4,4490624
9,0,state_update,16,1,0,0
9,0,state_update,17,5,3,249216
9,0,state_update,17,4,3,724480
9,0,state_update,17,3,0,0
9,0,state_update,17,2,4,4490624
9,0,state_update,17,1,0,0
9,0,state_update,18,5,3,249216
9,0,state_update,18,4,3,724480
9,0,state_update,18,3,0,0
9,0,state_update,18,2,4,4490624
9,0,state_update,18,1,0,0
9,0,state_update,19,5,3,249216
9,0,state_update,19,4,3,724480
9,0,state_update,19,3,0,0
9,0,state_update,19,2,4,4490624
9,0,state_update,19,1,0,0
9,1,state_update,0,5,3,249216
9,1,state_update,0,4,3,724480
9,1,state_update,0,3,0,0
